NAME,TEAM,SALARY,YEAR,POS
Stromile Swift,Phoenix Suns,201741,2009, PF
James White,Houston Rockets,184157,2009, SG
Dontell Jefferson,Charlotte Hornets,93624,2009, SG
Cartier Martin,Charlotte Hornets,52014,2009, PF
Trey Johnson,Cleveland Cavaliers,46917,2009, SG
Eddie Gill,Milwaukee Bucks,46917,2009, PG
Kobe Bryant,Los Angeles Lakers,23034375,2010, SF
Jermaine O'Neal,Miami Heat,23016000,2010, C
Tracy McGrady,New York Knicks,22843124,2010, SG
Tim Duncan,San Antonio Spurs,22183220,2010, C
Shaquille O'Neal,Cleveland Cavaliers,21000000,2010, C
Dirk Nowitzki,Dallas Mavericks,19795714,2010, F
Paul Pierce,Boston Celtics,19795712,2010, SF
Ray Allen,Boston Celtics,18776860,2010, SG
Rashard Lewis,Orlando Magic,18010791,2010, PF
Michael Redd,Milwaukee Bucks,17040000,2010, SG
Pau Gasol,Los Angeles Lakers,16452000,2010, PF
Andrei Kirilenko,Utah Jazz,16452000,2010, SF
Kevin Garnett,Boston Celtics,16417044,2010, PF
Amar'e Stoudemire,Phoenix Suns,16378325,2010, C
Yao Ming,Houston Rockets,16378325,2010, C
Gilbert Arenas,Washington Wizards,16192080,2010, PG
Vince Carter,Orlando Magic,16123250,2010, G
Zach Randolph,Memphis Grizzlies,16000000,2010, F
Kenyon Martin,Denver Nuggets,15852511,2010, PF
Dwyane Wade,Miami Heat,15779912,2010, G
Chris Bosh,Toronto Raptors,15779912,2010, PF
Carmelo Anthony,Denver Nuggets,15779912,2010, PF
LeBron James,Cleveland Cavaliers,15779912,2010, SF
Dwight Howard,Orlando Magic,15202590,2010, C
Joe Johnson,Atlanta Hawks,14976754,2010, G
Elton Brand,Philadelphia 76ers,14858472,2010, PF
Richard Jefferson,San Antonio Spurs,14200000,2010, F
Chris Paul,New Orleans Pelicans,13520500,2010, PG
Deron Williams,Utah Jazz,13520500,2010, PG
Peja Stojakovic,New Orleans Pelicans,13392000,2010, SF
Jason Richardson,Phoenix Suns,13333332,2010, SG
Steve Nash,Phoenix Suns,13125000,2010, PG
Tony Parker,San Antonio Spurs,12600000,2010, G
Andrew Bynum,Los Angeles Lakers,12500000,2010, C
Carlos Boozer,Utah Jazz,12323900,2010, PF
Brad Miller,Chicago Bulls,12250000,2010, C
Andre Iguodala,Philadelphia 76ers,12200000,2010, F
Erick Dampier,Dallas Mavericks,12115500,2010, C
Baron Davis,Los Angeles Clippers,12100000,2010, PG
Chauncey Billups,Denver Nuggets,12100000,2010, PG
Samuel Dalembert,Philadelphia 76ers,12025694,2010, C
Al Jefferson,Minnesota Timberwolves,12000000,2010, C
Tyson Chandler,Charlotte Hornets,11700000,2010, C
Antawn Jamison,Cleveland Cavaliers,11641095,2010, PF
Richard Hamilton,Detroit Pistons,11375000,2010, SG
Bobby Simmons,Brooklyn Nets,11242666,2010, SF
Troy Murphy,Indiana Pacers,11047619,2010, PF
Monta Ellis,Golden State Warriors,11000000,2010, SG
Josh Howard,Washington Wizards,10890000,2010, SF
Josh Smith,Atlanta Hawks,10800000,2010, PF
Emeka Okafor,New Orleans Pelicans,10797500,2010, C
Manu Ginobili,San Antonio Spurs,10728130,2010, G
Nene Hilario,Denver Nuggets,10520000,2010, C
Eddy Curry,New York Knicks,10500423,2010, NA
Chris Kaman,Los Angeles Clippers,10400000,2010, C
Luol Deng,Chicago Bulls,10365000,2010, F
Tayshaun Prince,Detroit Pistons,10324380,2010, SF
Danny Granger,Indiana Pacers,10130500,2010, SF
Al Harrington,New York Knicks,10026875,2010, PF
Andrew Bogut,Milwaukee Bucks,10000000,2010, C
Ben Gordon,Detroit Pistons,10000000,2010, SG
Mike Dunleavy,Indiana Pacers,9780992,2010, SG
Caron Butler,Dallas Mavericks,9780970,2010, SF
Mike Miller,Washington Wizards,9780937,2010, SG
Kevin Martin,Houston Rockets,9680170,2010, SG
Gerald Wallace,Charlotte Hornets,9500000,2010, SF
Cuttino Mobley,Los Angeles Clippers,9500000,2010, SG
Kirk Hinrich,Chicago Bulls,9500000,2010, SG
Jamal Crawford,Atlanta Hawks,9360000,2010, G
Marcus Camby,Portland Trail Blazers,9150000,2010, C
Jason Terry,Dallas Mavericks,9075000,2010, G
David West,New Orleans Pelicans,9075000,2010, F
Andris Biedrins,Golden State Warriors,9000000,2010, C
Boris Diaw,Charlotte Hornets,9000000,2010, C
Mehmet Okur,Utah Jazz,9000000,2010, C
Hedo Turkoglu,Toronto Raptors,9000000,2010, SF
Corey Maggette,Golden State Warriors,8937931,2010, SF
Mo Williams,Cleveland Cavaliers,8860000,2010, PG
Kenny Thomas,Sacramento Kings,8775000,2010, PF
Quentin Richardson,Miami Heat,8700000,2010, SF
T.J. Ford,Indiana Pacers,8500000,2010, PG
Devin Harris,Brooklyn Nets,8400000,2010, G
Jose Calderon,Toronto Raptors,8219009,2010, G
Jason Kidd,Dallas Mavericks,8100000,2010, PG
Jameer Nelson,Orlando Magic,8100000,2010, G
Mark Blount,Miami Heat,7967375,2010, C
Etan Thomas,Oklahoma City Thunder,7906088,2010, C
Paul Millsap,Utah Jazz,7692932,2010, PF
Stephen Jackson,Charlotte Hornets,7650000,2010, SF
Darko Milicic,Minnesota Timberwolves,7540000,2010, C
Andres Nocioni,Sacramento Kings,7500000,2010, SF
Lamar Odom,Los Angeles Lakers,7500000,2010, PF
Marvin Williams,Atlanta Hawks,7500000,2010, F
Marko Jaric,Brooklyn Nets,7100000,2010, PG
Udonis Haslem,Miami Heat,7100000,2010, PF
David Lee,New York Knicks,7000000,2010, PF
Shane Battier,Houston Rockets,6939200,2010, SF
Joel Przybilla,Portland Trail Blazers,6857725,2010, C
Dan Gadzuric,Milwaukee Bucks,6749260,2010, C
Andre Miller,Portland Trail Blazers,6730800,2010, PG
Shawn Marion,Dallas Mavericks,6635068,2010, SG
Tony Battie,Brooklyn Nets,6606600,2010, C
Leandro Barbosa,Phoenix Suns,6600000,2010, G
Antonio Daniels,Philadelphia 76ers,6600000,2010, PG
Jerome James,Chicago Bulls,6600000,2010, C
Andrea Bargnani,Toronto Raptors,6527491,2010, C
Luke Ridnour,Milwaukee Bucks,6500000,2010, PG
Charlie Villanueva,Detroit Pistons,6500000,2010, PF
Nazr Mohammed,Charlotte Hornets,6466600,2010, C
Jared Jeffries,Houston Rockets,6466600,2010, PF
Mike James,Washington Wizards,6466600,2010, PG
Vladimir Radmanovic,Golden State Warriors,6466600,2010, SF
John Salmons,Milwaukee Bucks,6429151,2010, SF
Anderson Varejao,Cleveland Cavaliers,6363636,2010, C
Nick Collison,Oklahoma City Thunder,6250000,2010, F
Mike Bibby,Atlanta Hawks,6217617,2010, PG
Jason Kapono,Philadelphia 76ers,6212960,2010, SG
JR Smith,Denver Nuggets,6171426,2010, G
Jeff Foster,Indiana Pacers,6077500,2010, PF
Chris Duhon,New York Knicks,6031800,2010, PG
James Posey,New Orleans Pelicans,6031800,2010, SF
Beno Udrih,Sacramento Kings,6031800,2010, PG
DeSagana Diop,Charlotte Hornets,6031800,2010, C
Brendan Haywood,Dallas Mavericks,6000000,2010, C
Rasheed Wallace,Boston Celtics,5854000,2010, PF
Trevor Ariza,Houston Rockets,5854000,2010, SF
Metta World Peace,Los Angeles Lakers,5854000,2010, SF
Marcin Gortat,Orlando Magic,5854000,2010, C
LaMarcus Aldridge,Portland Trail Blazers,5844827,2010, C
Morris Peterson,New Orleans Pelicans,5800000,2010, SG
Francisco Garcia,Sacramento Kings,5800000,2010, SG
Raymond Felton,Charlotte Hornets,5501196,2010, G
Greg Oden,Portland Trail Blazers,5361240,2010, C
Mickael Pietrus,Orlando Magic,5300000,2010, SF
Adam Morrison,Los Angeles Lakers,5257229,2010, SF
Raja Bell,Golden State Warriors,5250000,2010, SG
Speedy Claxton,Atlanta Hawks,5209454,2010, PG
Derrick Rose,Chicago Bulls,5184480,2010, PG
Kyle Korver,Utah Jazz,5163636,2010, G
Nenad Krstic,Oklahoma City Thunder,5160832,2010, C
Derek Fisher,Los Angeles Lakers,5048000,2010, PG
Jason Maxiell,Detroit Pistons,5000000,2010, PF
Sasha Vujacic,Los Angeles Lakers,5000000,2010, SG
Nate Robinson,Boston Celtics,5000000,2010, PG
Jarrett Jack,Toronto Raptors,5000000,2010, G
Blake Griffin,Brooklyn Nets,4983480,2010, PF
Lou Williams,Philadelphia 76ers,4972500,2010, SG
Reggie Evans,Toronto Raptors,4960000,2010, C
Luke Walton,Los Angeles Lakers,4840000,2010, SF
Kevin Durant,Oklahoma City Thunder,4796880,2010, PF
Zaza Pachulia,Atlanta Hawks,4750000,2010, C
Tyrus Thomas,Charlotte Hornets,4743598,2010, PF
Matt Carroll,Dallas Mavericks,4700000,2010, SG
Michael Beasley,Miami Heat,4638600,2010, F
Drew Gooden,Los Angeles Clippers,4580735,2010, PF
Marcus Banks,Toronto Raptors,4553793,2010, PG
Darius Songaila,New Orleans Pelicans,4526000,2010, PF
Antonio McDyess,San Antonio Spurs,4500000,2010, PF
Kendrick Perkins,Boston Celtics,4500000,2010, C
Hasheem Thabeet,Memphis Grizzlies,4458840,2010, C
Trenton Hassell,Brooklyn Nets,4350000,2010, SF
Martell Webster,Portland Trail Blazers,4344000,2010, SF
James Jones,Miami Heat,4330000,2010, SG
Al Horford,Atlanta Hawks,4307640,2010, C
Delonte West,Cleveland Cavaliers,4254250,2010, SG
O.J. Mayo,Memphis Grizzlies,4165560,2010, SG
Ronny Turiaf,Golden State Warriors,4140000,2010, C
Bruce Bowen,San Antonio Spurs,4100000,2010, SF
Daniel Gibson,Cleveland Cavaliers,4088500,2010, SG
Greg Buckner,Memphis Grizzlies,4080915,2010, SG
James Harden,Oklahoma City Thunder,4004160,2010, SG
Kwame Brown,Detroit Pistons,4000000,2010, C
Brandon Bass,Orlando Magic,4000000,2010, PF
Steve Blake,Los Angeles Clippers,4000000,2010, PG
Rasual Butler,Los Angeles Clippers,3945000,2010, SF
Amir Johnson,Toronto Raptors,3941667,2010, F
Brandon Roy,Portland Trail Blazers,3910816,2010, SG
Ryan Gomes,Minnesota Timberwolves,3892500,2010, SF
DeShawn Stevenson,Dallas Mavericks,3883929,2010, SG
Mike Conley,Memphis Grizzlies,3883800,2010, PG
Kurt Thomas,Milwaukee Bucks,3800000,2010, PF
Roger Mason Jr.,San Antonio Spurs,3780000,2010, SG
Russell Westbrook,Oklahoma City Thunder,3755640,2010, PG
CJ Miles,Utah Jazz,3700000,2010, G
Steven Hunter,Memphis Grizzlies,3696000,2010, C
Willie Green,Philadelphia 76ers,3682000,2010, SG
Ramon Sessions,Minnesota Timberwolves,3670667,2010, G
Chris Andersen,Denver Nuggets,3650000,2010, PF
Damien Wilkins,Minnesota Timberwolves,3630000,2010, SG
Tyreke Evans,Sacramento Kings,3610080,2010, G
Charlie Bell,Milwaukee Bucks,3602960,2010, SG
Travis Outlaw,Los Angeles Clippers,3600000,2010, SF
Randy Foye,Washington Wizards,3575761,2010, SG
Keyon Dooling,Brooklyn Nets,3564000,2010, PG
Jeff Green,Oklahoma City Thunder,3516960,2010, PF
Carlos Delfino,Milwaukee Bucks,3500000,2010, SG
Brian Cook,Houston Rockets,3500000,2010, PF
Brian Scalabrine,Boston Celtics,3413793,2010, PF
Kevin Love,Minnesota Timberwolves,3401040,2010, PF
Marc Gasol,Memphis Grizzlies,3333333,2010, C
Luis Scola,Houston Rockets,3284667,2010, F
Rudy Gay,Memphis Grizzlies,3280997,2010, SF
Matt Bonner,San Antonio Spurs,3256500,2010, C
Yi Jianlian,Brooklyn Nets,3194400,2010, SF
Kelenna Azubuike,Golden State Warriors,3100000,2010, SF
Danilo Gallinari,New York Knicks,3089040,2010, PF
Glen Davis,Boston Celtics,3000004,2010, PF
Jamario Moon,Cleveland Cavaliers,3000000,2010, SF
Eduardo Najera,Dallas Mavericks,3000000,2010, PF
Carl Landry,Sacramento Kings,3000000,2010, PF
Hakim Warrick,Chicago Bulls,3000000,2010, PF
Andray Blatche,Washington Wizards,3000000,2010, C
Grant Hill,Phoenix Suns,3000000,2010, SF
Chris Wilcox,Detroit Pistons,3000000,2010, PF
Jonny Flynn,Minnesota Timberwolves,2969280,2010, PG
Corey Brewer,Minnesota Timberwolves,2916120,2010, F
Kris Humphries,Brooklyn Nets,2900000,2010, PF
Dorell Wright,Miami Heat,2887165,2010, SF
Eddie House,New York Knicks,2862000,2010, SG
Mark Madsen,Minnesota Timberwolves,2840000,2010, PF
JJ Redick,Orlando Magic,2839408,2010, SG
Eric Gordon,Los Angeles Clippers,2819880,2010, SG
Hilton Armstrong,Houston Rockets,2801198,2010, PF
Earl Watson,Indiana Pacers,2800000,2010, PG
Thabo Sefolosha,Oklahoma City Thunder,2759628,2010, F
Ronnie Brewer,Memphis Grizzlies,2717161,2010, SF
Stephen Curry,Golden State Warriors,2710560,2010, PG
Brandan Wright,Houston Rockets,2671440,2010, F
Anthony Parker,Cleveland Cavaliers,2644231,2010, SG
Joe Alexander,Chicago Bulls,2583360,2010, SF
Maurice Evans,Atlanta Hawks,2500000,2010, SG
Sebastian Telfair,Cleveland Cavaliers,2500000,2010, PG
Dahntay Jones,Indiana Pacers,2500000,2010, SG
Tony Allen,Boston Celtics,2500000,2010, SG
Michael Finley,Boston Celtics,2500000,2010, SG
Jordan Hill,Houston Rockets,2483280,2010, C
Joakim Noah,Chicago Bulls,2455680,2010, C
Shawne Williams,Minnesota Timberwolves,2416067,2010, SF
Ricky Davis,Los Angeles Clippers,2400000,2010, SG
D.J. Augustin,Charlotte Hornets,2374680,2010, PG
Spencer Hawes,Sacramento Kings,2332800,2010, PF
David Andersen,Houston Rockets,2314815,2010, C
Craig Smith,Los Angeles Clippers,2300000,2010, PF
DeMar DeRozan,Toronto Raptors,2282640,2010, SF
Brook Lopez,Brooklyn Nets,2255880,2010, C
Acie Law,Chicago Bulls,2216160,2010, PG
Ryan Hollins,Minnesota Timberwolves,2183333,2010, C
Brandon Jennings,Milwaukee Bucks,2168520,2010, G
Chuck Hayes,Houston Rockets,2147750,2010, PF
Jerryd Bayless,Portland Trail Blazers,2143080,2010, G
Renaldo Balkman,Denver Nuggets,2112417,2010, SF
Thaddeus Young,Philadelphia 76ers,2105400,2010, PF
Ersan Ilyasova,Milwaukee Bucks,2100000,2010, PF
Rajon Rondo,Boston Celtics,2094923,2010, PG
Anthony Johnson,Orlando Magic,2062800,2010, PG
Jarvis Hayes,Brooklyn Nets,2062800,2010, SF
Brent Barry,Houston Rockets,2062800,2010, SG
Terrence Williams,Brooklyn Nets,2060040,2010, SG
Josh Boone,Brooklyn Nets,2056968,2010, C
Jason Thompson,Sacramento Kings,2035920,2010, PF
Kyle Lowry,Houston Rockets,2034996,2010, PG
Julian Wright,New Orleans Pelicans,2000040,2010, SF
Jannero Pargo,Chicago Bulls,1990000,2010, PG
Ronald Murray,Chicago Bulls,1990000,2010, SG
Rasho Nesterovic,Toronto Raptors,1990000,2010, C
Fabricio Oberto,Washington Wizards,1990000,2010, C
Marquis Daniels,Boston Celtics,1990000,2010, SG
Shannon Brown,Los Angeles Lakers,1990000,2010, PG
Channing Frye,Phoenix Suns,1990000,2010, F
Gerald Henderson,Charlotte Hornets,1957080,2010, SG
Jordan Farmar,Los Angeles Lakers,1947240,2010, PG
Brandon Rush,Indiana Pacers,1934160,2010, F
Al Thornton,Washington Wizards,1900200,2010, SF
Mardy Collins,Los Angeles Clippers,1867742,2010, PG
Tyler Hansbrough,Indiana Pacers,1859160,2010, PF
Anthony Randolph,Golden State Warriors,1837560,2010, SF
Goran Dragic,Phoenix Suns,1836000,2010, PG
Rodney Stuckey,Detroit Pistons,1805040,2010, PG
Antoine Wright,Toronto Raptors,1800000,2010, SF
Earl Clark,Phoenix Suns,1766280,2010, SF
Robin Lopez,Phoenix Suns,1745520,2010, C
Nick Young,Washington Wizards,1714800,2010, G
Francisco Elson,Philadelphia 76ers,1700000,2010, C
Austin Daye,Detroit Pistons,1677840,2010, SF
Marreese Speights,Philadelphia 76ers,1658280,2010, F
J.J. Barea,Dallas Mavericks,1657500,2010, G
Sean Williams,Brooklyn Nets,1629120,2010, PF
Hamed Haddadi,Memphis Grizzlies,1627779,2010, C
Solomon Jones,Indiana Pacers,1620000,2010, PF
Matt Barnes,Orlando Magic,1600000,2010, SF
Devean George,Golden State Warriors,1600000,2010, SF
James Johnson,Chicago Bulls,1594080,2010, PF
Sergio Rodriguez,New York Knicks,1576696,2010, PG
Roy Hibbert,Indiana Pacers,1575360,2010, C
Marco Belinelli,Toronto Raptors,1547640,2010, G
Oleksiy Pecherov,Minnesota Timberwolves,1547640,2010, C
Jrue Holiday,Philadelphia 76ers,1514280,2010, PG
Sasha Pavlovic,Minnesota Timberwolves,1500000,2010, SG
JaVale McGee,Washington Wizards,1496640,2010, C
Javaris Crittenton,Washington Wizards,1477920,2010, PG
Ty Lawson,Denver Nuggets,1438680,2010, G
JJ Hickson,Cleveland Cavaliers,1429200,2010, C
Jason Smith,Philadelphia 76ers,1418880,2010, F
Jeff Teague,Atlanta Hawks,1373880,2010, PG
Alexis Ajinca,Charlotte Hornets,1372080,2010, C
Daequan Cook,Miami Heat,1362120,2010, SG
Roko-Leni Ukic,Milwaukee Bucks,1350000,2010, PG
Eric Maynor,Oklahoma City Thunder,1318920,2010, PG
Ryan Anderson,Orlando Magic,1317120,2010, PF
Jared Dudley,Phoenix Suns,1307640,2010, SF
Malik Allen,Denver Nuggets,1300000,2010, PF
Darren Collison,New Orleans Pelicans,1266120,2010, PG
Courtney Lee,Brooklyn Nets,1264440,2010, G
Wilson Chandler,New York Knicks,1255440,2010, F
Ronnie Price,Utah Jazz,1250000,2010, PG
Kosta Koufos,Utah Jazz,1214040,2010, C
Omri Casspi,Sacramento Kings,1167000,2010, F
Rudy Fernandez,Portland Trail Blazers,1165320,2010, SG
Byron Mullens,Oklahoma City Thunder,1120200,2010, C
Serge Ibaka,Oklahoma City Thunder,1120200,2010, C
Nicolas Batum,Portland Trail Blazers,1118760,2010, PF
Aaron Brooks,Houston Rockets,1118520,2010, G
Devin Brown,Chicago Bulls,1107572,2010, SG
Arron Afflalo,Denver Nuggets,1086240,2010, G
George Hill,San Antonio Spurs,1081680,2010, PG
Rodrigue Beaubois,Dallas Mavericks,1075440,2010, PG
Alando Tucker,Minnesota Timberwolves,1071720,2010, SF
Darrell Arthur,Memphis Grizzlies,1050480,2010, F
Chris Quinn,Brooklyn Nets,1050387,2010, PG
Royal Ivey,Milwaukee Bucks,1050000,2010, PG
Taj Gibson,Chicago Bulls,1039800,2010, C
D.J. White,Oklahoma City Thunder,1036440,2010, PF
Quinton Ross,Washington Wizards,1033342,2010, SF
Steve Novak,Los Angeles Clippers,1031000,2010, SF
James Singleton,Washington Wizards,1030189,2010, F
J.R. Giddens,New York Knicks,1028880,2010, SG
DeMarre Carroll,Memphis Grizzlies,1009680,2010, F
Wayne Ellington,Minnesota Timberwolves,1003560,2010, SG
C.J. Watson,Golden State Warriors,1000497,2010, PG
Aaron Gray,New Orleans Pelicans,1000497,2010, C
Toney Douglas,New York Knicks,996240,2010, PG
Ian Mahinmi,San Antonio Spurs,989670,2010, C
Didier Ilunga-Mbenga,Los Angeles Lakers,959111,2010, C
Josh Powell,Los Angeles Lakers,959111,2010, PF
Yakhouba Diawara,Miami Heat,945000,2010, SG
Zydrunas Ilgauskas,Cleveland Cavaliers,925000,2010, C
Salim Stoudamire,Atlanta Hawks,884881,2010, SG
Kyle Weaver,Oklahoma City Thunder,870968,2010, SG
Kyrylo Fesenko,Utah Jazz,870000,2010, C
Donte Greene,Sacramento Kings,870000,2010, SF
Patrick O'Bryant,Toronto Raptors,855189,2010, C
Leon Powe,Cleveland Cavaliers,855189,2010, PF
Quincy Douby,Sacramento Kings,855189,2010, SG
Marcus Haislip,San Antonio Spurs,855189,2010, F
Lou Amundson,Phoenix Suns,855189,2010, PF
Mouhamed Sene,New York Knicks,855189,2010, C
Anthony Roberson,Chicago Bulls,855189,2010, SG
Tarence Kinsey,Golden State Warriors,855189,2010, SG
Randolph Morris,Atlanta Hawks,855189,2010, C
DeJuan Blair,San Antonio Spurs,850000,2010, C
Sean Marks,New Orleans Pelicans,825497,2010, PF
Jason Williams,Orlando Magic,825497,2010, PG
Brian Skinner,Los Angeles Clippers,825497,2010, PF
Jamaal Magloire,Miami Heat,825497,2010, C
Paul Davis,Washington Wizards,825497,2010, C
Dominic McGuire,Sacramento Kings,825497,2010, PF
Kevin Ollie,Oklahoma City Thunder,825497,2010, PG
Ryan Bowen,Oklahoma City Thunder,825497,2010, SF
Marcus Williams,Memphis Grizzlies,825497,2010, PG
Luther Head,Indiana Pacers,825497,2010, PG
Desmond Mason,Sacramento Kings,825497,2010, SF
Jarron Collins,Phoenix Suns,825497,2010, C
Chucky Atkins,Detroit Pistons,825497,2010, PG
Keith Bogans,San Antonio Spurs,825497,2010, SG
Mikki Moore,Golden State Warriors,825497,2010, C
Linton Johnson,Chicago Bulls,825497,2010, PF
Adonal Foyle,Orlando Magic,825497,2010, C
James White,New York Knicks,825497,2010, SG
Ike Diogu,New York Knicks,825497,2010, PF
Jason Collins,Atlanta Hawks,825497,2010, C
Shelden Williams,Boston Celtics,825497,2010, C
Jason Hart,New Orleans Pelicans,825497,2010, PG
Joel Anthony,Miami Heat,825497,2010, C
Stephen Graham,Charlotte Hornets,825497,2010, SF
Primoz Brezec,Milwaukee Bucks,825497,2010, C
Juwan Howard,Portland Trail Blazers,825497,2010, PF
Joe Smith,Atlanta Hawks,825497,2010, PF
Theo Ratliff,Charlotte Hornets,825497,2010, C
Kareem Rush,Los Angeles Clippers,825497,2010, SG
Jermareo Davidson,Golden State Warriors,825497,2010, PF
Ben Wallace,Detroit Pistons,825497,2010, PF
Marcus Williams,Denver Nuggets,825497,2010, SG
Pops Mensah-Bonsu,Toronto Raptors,825497,2010, PF
Anthony Carter,Denver Nuggets,825497,2010, PG
Josh McRoberts,Indiana Pacers,825497,2010, PF
Tim Thomas,Dallas Mavericks,825497,2010, PF
Joey Graham,Denver Nuggets,825497,2010, SF
Lindsey Hunter,Chicago Bulls,825497,2010, SG
Rodney Carney,Philadelphia 76ers,825497,2010, SG
Gabe Pruitt,Boston Celtics,825497,2010, PG
Carlos Arroyo,Miami Heat,825497,2010, PG
Will Bynum,Detroit Pistons,825497,2010, PG
Johan Petro,Denver Nuggets,825497,2010, C
Sean May,Sacramento Kings,825479,2010, C
Sam Young,Memphis Grizzlies,824200,2010, SF
Ime Udoka,Sacramento Kings,786650,2010, F
Mario Chalmers,Miami Heat,756000,2010, G
Earl Boykins,Washington Wizards,752659,2010, PG
Jamaal Tinsley,Memphis Grizzlies,738091,2010, PG
Dontell Jefferson,Charlotte Hornets,736420,2010, SG
Mike Taylor,Los Angeles Clippers,736420,2010, PG
Malik Hairston,San Antonio Spurs,736420,2010, SG
Joe Crawford,New York Knicks,736420,2010, SG
Anthony Morrow,Golden State Warriors,736420,2010, SG
Sonny Weems,Toronto Raptors,736420,2010, SG
Sun Yue,Los Angeles Lakers,736420,2010, SG
Nathan Jawai,Minnesota Timberwolves,736420,2010, C
Walter Sharpe,Detroit Pistons,736420,2010, PF
Henry Walker,New York Knicks,736420,2010, SF
DeAndre Jordan,Los Angeles Clippers,736420,2010, C
Darnell Jackson,Milwaukee Bucks,736420,2010, PF
Bobby Brown,Los Angeles Clippers,736420,2010, PG
Luc Mbah a Moute,Milwaukee Bucks,736420,2010, F
Jawad Williams,Cleveland Cavaliers,736420,2010, SF
DeMarcus Nelson,Chicago Bulls,736420,2010, SG
Chris Douglas-Roberts,Brooklyn Nets,736420,2010, SG
Othello Hunter,Atlanta Hawks,736420,2010, SF
Chase Budinger,Houston Rockets,725000,2010, SF
Jermaine Taylor,Houston Rockets,725000,2010, SG
Mike Wilks,Oklahoma City Thunder,679821,2010, PG
Allen Iverson,Philadelphia 76ers,650686,2010, SG
Jodie Meeks,Philadelphia 76ers,650000,2010, G
Chris Hunter,Golden State Warriors,632455,2010, C
Jonathan Bender,New York Knicks,597271,2010, SF
Rafer Alston,Miami Heat,475875,2010, PG
